Run_Count, MatDim_X, MatDim_Y, Data_Type, Mat_2_Row_Major, AVX, Thread_Count, Tile_Length, Execution_Time_ms0, 100, 100, 0, 0, 0, 1, 64, +2.964
17, 2000, 2000, 1, 0, 0, 1, 2000, +47769.611
18, 2000, 2000, 1, 0, 0, 4, 64, +8844.670
19, 2000, 2000, 1, 0, 0, 4, 2000, +19634.468
20, 2000, 2000, 1, 0, 1, 1, 64, +16596.003
21, 2000, 2000, 1, 0, 1, 1, 2000, +42661.768
22, 2000, 2000, 1, 0, 1, 4, 64, +6971.617
23, 2000, 2000, 1, 0, 1, 4, 2000, +18462.700
24, 2000, 2000, 1, 1, 0, 1, 64, +19174.287
25, 2000, 2000, 1, 1, 0, 1, 2000, +19558.344
26, 2000, 2000, 1, 1, 0, 4, 64, +8638.764
27, 2000, 2000, 1, 1, 0, 4, 2000, +8873.315
28, 2000, 2000, 1, 1, 1, 1, 64, +5658.383
29, 2000, 2000, 1, 1, 1, 1, 2000, +5695.825
30, 2000, 2000, 1, 1, 1, 4, 64, +2636.128
31, 2000, 2000, 1, 1, 1, 4, 2000, +2533.427
0, 3000, 3000, 0, 0, 0, 1, 64, +71796.971
1, 3000, 3000, 0, 0, 0, 1, 2992, +165356.904
2, 3000, 3000, 0, 0, 0, 4, 64, +34342.122
3, 3000, 3000, 0, 0, 0, 4, 2992, +70384.076
4, 3000, 3000, 0, 0, 1, 1, 64, +67840.950
5, 3000, 3000, 0, 0, 1, 1, 2992, +174306.555
6, 3000, 3000, 0, 0, 1, 4, 64, +27800.626
7, 3000, 3000, 0, 0, 1, 4, 2992, +70890.426
8, 3000, 3000, 0, 1, 0, 1, 64, +62313.866
9, 3000, 3000, 0, 1, 0, 1, 2992, +62491.252
10, 3000, 3000, 0, 1, 0, 4, 64, +28224.252
11, 3000, 3000, 0, 1, 0, 4, 2992, +27737.590
12, 3000, 3000, 0, 1, 1, 1, 64, +14415.673
13, 3000, 3000, 0, 1, 1, 1, 2992, +9533.368
14, 3000, 3000, 0, 1, 1, 4, 64, +6016.921
15, 3000, 3000, 0, 1, 1, 4, 2992, +4270.228
16, 3000, 3000, 1, 0, 0, 1, 64, +67123.057
17, 3000, 3000, 1, 0, 0, 1, 2992, +173317.414
18, 3000, 3000, 1, 0, 0, 4, 64, +29720.588
19, 3000, 3000, 1, 0, 0, 4, 2992, +68802.800
20, 3000, 3000, 1, 0, 1, 1, 64, +54638.050
21, 3000, 3000, 1, 0, 1, 1, 2992, +168452.707
22, 3000, 3000, 1, 0, 1, 4, 64, +23615.621
23, 3000, 3000, 1, 0, 1, 4, 2992, +70985.124
24, 3000, 3000, 1, 1, 0, 1, 64, +62861.416
25, 3000, 3000, 1, 1, 0, 1, 2992, +63885.976
26, 3000, 3000, 1, 1, 0, 4, 64, +28324.380
27, 3000, 3000, 1, 1, 0, 4, 2992, +27851.492
28, 3000, 3000, 1, 1, 1, 1, 64, +18161.978
29, 3000, 3000, 1, 1, 1, 1, 2992, +18335.435
30, 3000, 3000, 1, 1, 1, 4, 64, +8195.947
31, 3000, 3000, 1, 1, 1, 4, 2992, +8088.694

0, 10000, 10000, 0, 1, 1, 4, 64, +240412.704
1, 1000, 1000, 0, 1, 1, 4, 64, +209.878
